"Rupi                ","05.30E","077.50E","31.36N"
"Rupidiha            ","05.30E","081.36E","28.00N"
"Rupnagar            ","05.30E","074.52E","26.47N"
"Rura                ","05.30E","079.54E","26.29N"
"Rusera              ","05.30E","089.02E","25.45N"
"Rushon              ","05.30E","095.59E","28.50N"
"Ruwanwella (sl)     ","05.30E","080.15E","06.59N"
"Sabalgarh           ","05.30E","077.24E","26.15N"
"Sabathu             ","05.30E","076.59E","31.00N"
"Sabaur              ","05.30E","087.03E","25.15N"
"Sabhari             ","05.30E","068.11E","23.01N"
"Sach pass           ","05.30E","076.17E","33.01N"
"Sachin              ","05.30E","072.59E","21.03N"
"Sadabad             ","05.30E","078.02E","27.26N"
"Sadascopet          ","05.30E","077.59E","17.38N"
"Sadhaura            ","05.30E","077.13E","30.22N"
"Sadhullanagar       ","05.30E","082.24E","27.06N"
"Sadiya              ","05.30E","095.38E","27.49N"
"Sadra               ","05.30E","072.48E","23.20N"
"Sadras              ","05.30E","080.10E","12.33N"
"Sadri river         ","05.30E","073.32E","25.12N"
"Sadrpur             ","05.30E","081.08E","27.26N"
"Safipur             ","05.30E","080.20E","26.44N"
"Sagar  (kr)         ","05.30E","076.51E","16.37N"
"Sagar (mp)          ","05.30E","078.44E","23.50N"
"Sagar (shimoga)     ","05.30E","075.00E","14.07N"
"Sagor (mp)          ","05.30E","075.40E","22.38N"
"Sagri (up)          ","05.30E","083.16E","26.10N"
"Sagthale river      ","05.30E","074.48E","23.47N"
"Sagwara river       ","05.30E","074.03E","23.42N"
"Sah                 ","05.30E","080.43E","25.54N"
"Sahar               ","05.30E","077.29E","27.38N"
"Saharanpur          ","05.30E","077.32E","29.58N"
"Saharsa             ","05.30E","086.36E","25.54N"
"Sahaswan            ","05.30E","078.45E","28.04N"
"Sahatwar            ","05.30E","084.14E","25.50N"
"Sahibganj (bihar)   ","05.30E","087.38E","25.15N"
"Sahibganj (up)      ","05.30E","083.18E","26.56N"
"Sahiya              ","05.30E","077.53E","30.36N"
"Saidabad            ","05.30E","082.07E","25.21N"
"Saidapet  (tn)      ","05.30E","080.16E","13.02N"
"Saidpur (ghazipur)  ","05.30E","083.13E","25.33N"
"Saidpur(bulandshahar","05.30E","077.54E","28.37N"
"Saigon              ","08.00E","106.41E","10.49N"
"Saikoha ghat        ","05.30E","095.38E","27.46N"
"Sailana             ","05.30E","074.58E","23.28N"
"Sainj               ","05.30E","077.18E","31.45N"
"Sainthia            ","05.30E","087.42E","23.55N"
"Sairang             ","05.30E","092.42E","23.50N"
"Saitu (mani)        ","05.30E","093.54E","25.02N"
"Sajeti              ","05.30E","080.10E","26.03N"
"Sakhi river         ","05.30E","072.58E","28.59N"
"Sakit               ","05.30E","078.46E","27.26N"
"Sakleshpur          ","05.30E","075.43E","12.59N"
"Sakoli              ","05.30E","080.02E","21.05N"
"Sakra               ","05.30E","078.02E","25.21N"
"Sakti               ","05.30E","062.56E","22.02N"
"Saktisgarh          ","05.30E","082.50E","24.58N"
"Salem               ","05.30E","078.10E","11.40N"
"Salem junction      ","05.30E","078.06E","11.41N"
"Salepali            ","05.30E","083.26E","22.12N"
"Salipur             ","05.30E","080.20E","26.44N"
"Salkhia             ","05.30E","088.20E","22.36N"
"Salmari             ","05.30E","087.50E","25.38N"
"Salon               ","05.30E","081.30E","26.00N"
"Salukdih            ","05.30E","085.50E","23.06N"
"Salumbar river      ","05.30E","074.05E","24.08N"
"Salur               ","05.30E","083.16E","18.31N"
"Sam river           ","05.30E","070.30E","26.50N"
"Samai               ","05.30E","072.53E","24.08N"
"Samaili             ","05.30E","087.16E","25.30N"
"Samalkna            ","05.30E","077.01E","29.16N"
"Samalkot (ap)       ","05.30E","082.13E","17.03N"
"Samana (karnal)     ","05.30E","076.54E","29.54N"
"Samana (patiala)    ","05.30E","076.15E","30.09N"
"Samanabedda (sl)    ","05.30E","080.04E","06.50N"
"Samanthurai (sl)    ","05.30E","081.49E","07.18N"
"Samastipur          ","05.30E","085.47E","25.52N"
"Samba               ","05.30E","075.08E","32.32N"
"Sambalpur           ","05.30E","084.04E","21.28N"
"Sambhal             ","05.30E","078.34E","28.35N"
"Sambhar river       ","05.30E","075.16E","26.54N"
"Samri bakthiarpur   ","05.30E","086.36E","25.44N"
"Samthar             ","05.30E","078.54E","25.50N"
"Samzumling          ","05.30E","078.42E","34.42N"
"San francisco (usa) ","08.00W","122.25W","37.48N"
"Sanawar             ","05.30E","076.29E","30.16N"
"Sanchi              ","05.30E","077.42E","23.28N"
"Sanchor             ","05.30E","071.55E","24.45N"
"Sandakphu peak      ","05.30E","088.05E","27.09N"
"Sandes              ","05.30E","084.44E","25.25N"
"Sandi               ","05.30E","079.57E","27.18N"
"Sandila             ","05.30E","080.31E","27.04N"
"Sandur  (kr)        ","05.30E","076.36E","15.02N"
"Sangameswar         ","05.30E","073.35E","17.13N"
"Sangamner           ","05.30E","074.18E","19.37N"
"Sangamner river     ","05.30E","075.48E","26.48N"
"Sangareddipet (ap)  ","05.30E","078.02E","17.35N"
"Sangla              ","05.30E","078.14E","31.24N"
"Sangli              ","05.30E","074.36E","16.52N"
"Sangnam             ","05.30E","078.28E","31.46N"
"Sangod river        ","05.30E","076.18E","24.58N"
"Sangola             ","05.30E","075.15E","17.30N"
"Sangramgarh         ","05.30E","081.30E","25.52N"
"Sangrur             ","05.30E","075.52E","30.16N"
"Sanjeli             ","05.30E","073.56E","23.05N"
"Sankarankovil  (tn) ","05.30E","077.35E","09.10N"
"Sankaridrug         ","05.30E","077.52E","11.30N"
"Sankeshwar          ","05.30E","074.32E","16.20N"
"Sankhu river        ","05.30E","075.22E","28.27N"
"Sankra              ","05.30E","082.03E","20.18N"
"Sankra river        ","05.30E","071.42E","26.42N"
"Sanquem             ","05.30E","074.10E","15.13N"
"Santalpur           ","05.30E","071.12E","23.46N"
"Santapilly          ","05.30E","083.47E","18.05N"
"Santiniketan        ","05.30E","087.43E","23.39N"
"Saoner              ","05.30E","079.02E","21.25N"
"Sara kheta          ","05.30E","082.40E","25.58N"
"Sarahan (hp)        ","05.30E","077.11E","30.42N"
"Sarahan (punjab)    ","05.30E","077.32E","31.33N"
"Sarai (bihar)       ","05.30E","085.15E","25.47N"
"Sarai (mp)          ","05.30E","077.12E","24.32N"
"Sarai aghat         ","05.30E","079.16E","27.21N"
"Sarai ajitmul       ","05.30E","081.31E","25.23N"
"Sarai ekdil         ","05.30E","079.07E","26.44N"
"Sarai mir           ","05.30E","082.55E","26.02N"
"Saran               ","05.30E","086.19E","24.29N"
"Saranath pawayan    ","05.30E","079.05E","27.28N"
"Sarangarh           ","05.30E","083.09E","21.38N"
"Sarangpur           ","05.30E","076.32E","23.35N"
"Saraon              ","05.30E","081.51E","25.37N"
"Sarari              ","05.30E","085.57E","25.09N"
"Saraya              ","05.30E","083.40E","26.06N"
"Sardargarh river    ","05.30E","073.48E","29.21N"
"Sardarpur           ","05.30E","075.02E","22.41N"
"Sardarshahr river   ","05.30E","074.30E","28.30N"
"Sardhana            ","05.30E","077.36E","29.09N"
"Sareiya             ","05.30E","087.02E","24.35N"
"Sareni              ","05.30E","080.51E","26.08N"
"Sarh                ","05.30E","080.20E","26.14N"
"Sarigh jilganang    ","05.30E","079.39E","34.43N"
"Sarila              ","05.30E","079.40E","25.47N"
"Sarira              ","05.30E","081.19E","25.26N"
"Sarmatnar           ","05.30E","085.39E","24.21N"
"Sarmera             ","05.30E","085.47E","25.16N"
"Sarnath             ","05.30E","083.02E","25.23N"
"Sarpatha            ","05.30E","082.31E","26.06N"
"Sarsawa             ","05.30E","077.24E","30.01N"
"Sarsi istamrar      ","05.30E","087.18E","25.51N"
"Sartora             ","05.30E","072.36E","24.24N"
"Saru peak           ","05.30E","084.33E","23.33N"
"Sarurpur            ","05.30E","072.14E","29.02N"
"Sarwai              ","05.30E","080.17E","25.11N"
"Sarwan khas         ","05.30E","084.59E","24.33N"
"Sarwar river        ","05.30E","075.04E","26.02N"
"Sasaram             ","05.30E","084.01E","24.58N"
"Sashendi            ","05.30E","080.09E","26.25N"
"Sasni               ","05.30E","078.05E","27.43N"
"Sasvad              ","05.30E","074.01E","18.20N"
"Satana              ","05.30E","074.12E","20.38N"
"Satara              ","05.30E","074.00E","17.42N"
"Sataya              ","05.30E","069.40E","22.20N"
"Satdog              ","05.30E","078.21E","30.14N"
"Satgawan            ","05.30E","085.52E","24.42N"
"Satheri             ","05.30E","077.40E","29.14N"
"Sathi               ","05.30E","077.47E","34.26N"
"Sathri              ","05.30E","082.04E","26.43N"
"Satna               ","05.30E","080.50E","04.33N"
"Satopnath mount     ","05.30E","079.14E","30.49N"
"Satrikh             ","05.30E","081.12E","26.15N"
"Sattenapalli        ","05.30E","080.10E","16.27N"
"Sattur  (tn)        ","05.30E","077.58E","09.21N"
"Satwas              ","05.30E","076.42E","22.32N"
"Satyamangalam  (tn) ","05.30E","077.17E","11.30N"
"Saundatti  (kr)     ","05.30E","075.06E","15.46N"
"Saunshi             ","05.30E","075.21E","15.12N"
"Sausar              ","05.30E","078.52E","21.42N"
"Savantvadi          ","05.30E","073.52E","15.55N"
"Savanur  (kr)       ","05.30E","075.19E","14.58N"
"Savda               ","05.30E","075.58E","21.10N"
"Savli               ","05.30E","073.16E","22.33N"
"Sawai madhopur river","05.30E","076.28E","26.00N"
"Sawar               ","05.30E","075.15E","25.46N"
"Sayalkudi           ","05.30E","078.26E","09.09N"
"Sdirpur (mr)        ","05.30E","074.56E","21.21N"
"Sectawaka (sl)      ","05.30E","080.13E","06.52N"
"Secunderabad (ap)   ","05.30E","078.33E","17.27N"
"Sedha               ","05.30E","084.25E","25.18N"
"Seeduwa (sl)        ","05.30E","079.53E","07.04N"
"Sehara              ","05.30E","087.49E","23.05N"
"Sehore              ","05.30E","077.08E","23.12N"
"Semapur             ","05.30E","087.28E","25.32N"
"Semaria             ","05.30E","081.08E","24.47N"
"Sembiem (madras)    ","05.30E","080.15E","13.07N"
"Senduranja          ","05.30E","078.04E","21.06N"
"Senegal             ","00.00W","016.25W","16.10N"
"Senthal             ","05.30E","079.32E","28.31N"
"Seohra              ","05.30E","078.36E","29.13N"
"Seol (s.korea)      ","09.00E","127.06E","37.31N"
"Seondha             ","05.30E","078.47E","26.09N"
"Seoni (hp)          ","05.30E","077.06E","31.14N"
"Seoni (mp)          ","05.30E","079.36E","22.06N"
"Seoni (mr)          ","05.30E","079.50E","19.38N"
"Seoni-malwa         ","05.30E","077.31E","22.29N"
"Seorinarayan        ","05.30E","082.40E","21.46N"
"Sepau river         ","05.30E","077.45E","26.49N"
"Sepon               ","05.30E","094.51E","27.08N"
"Serai               ","05.30E","078.06E","24.33N"
"Seram               ","05.30E","077.14E","17.13N"
"Serampore           ","05.30E","088.21E","22.44N"
"Sermadevi           ","05.30E","077.34E","08.40N"
"Seruna              ","05.30E","073.46E","28.06N"
"Seruwawila (sl)     ","05.30E","081.19E","08.20N"
"Sesai buzurg        ","05.30E","077.37E","25.19N"
"Sesaipura           ","05.30E","077.11E","25.33N"
"Set mahet           ","05.30E","082.05E","27.32N"
"Seven pagodas       ","05.30E","080.13E","12.37N"
"Shadiabad           ","05.30E","083.22E","25.41N"
"Shafabad (karnataka)","05.30E","076.54E","17.07N"
"Shafabad (punjab)   ","05.30E","076.52E","30.09N"
"Shafabad (raj)      ","05.30E","077.09E","25.15N"
"Shafabad (rampur-up)","05.30E","079.00E","28.34N"
"Shafaban (hardoi-up)","05.30E","079.56E","27.39N"
"Shafakhana          ","05.30E","079.09E","29.10N"
"Shahabad  (kr)      ","05.30E","078.11E","17.10N"
"Shahabad (ap)       ","05.30E","078.11E","17.10N"
"Shahada             ","05.30E","074.30E","21.32N"
"Shahapur (karnataka)","05.30E","074.38E","15.51N"
"Shahapur (mr)       ","05.30E","073.20E","19.25N"
"Shahdara (delhi)    ","05.30E","077.18E","28.40N"
"Shahdol             ","05.30E","081.32E","23.13N"
"Shahganj (jaunpur)  ","05.30E","082.41E","26.03N"
"Shahganj (mirzapur) ","05.30E","082.57E","24.42N"
"Shahgarh (mp)       ","05.30E","079.08E","24.18N"
"Shahgarh (raj)      ","05.30E","069.56E","27.08N"
"Shahjahanpur        ","05.30E","079.55E","27.53N"
"Shahpur  (kr)       ","05.30E","076.49E","16.45N"
"Shahpur (betul)     ","05.30E","077.58E","22.12N"
"Shahpur (mandla)    ","05.30E","081.03E","23.00N"
"Shahpur (nimar)     ","05.30E","076.15E","21.13N"
"Shahpur (sagar)     ","05.30E","079.02E","23.52N"
"Shahpura            ","05.30E","080.45E","23.10N"
"Shahpura river      ","05.30E","075.01E","25.38N"
"Shahzadpur          ","05.30E","077.01E","30.26N"
"Shajalpur           ","05.30E","075.46E","23.12N"
"Shajapur            ","05.30E","076.21E","23.27N"
"Shakagam            ","05.30E","076.31E","36.00N"
"Shakurpur (delhi)   ","05.30E","077.08E","28.41N"
"Shalkar             ","05.30E","078.33E","32.00N"
"Shaluni mount       ","05.30E","096.02E","28.58N"
"Shalurah            ","05.30E","074.08E","32.30N"
"Shamhu              ","05.30E","086.13E","25.19N"
"Shamli              ","05.30E","077.18E","29.27N"
"Shamsabad (agra)    ","05.30E","078.07E","27.01N"
"Shamsabad (farukabad","05.30E","079.26E","27.31N"
"Shanabad            ","05.30E","078.05E","17.09N"
"Shanghai (china)    ","08.00E","121.30E","31.15N"
"Shankargarh         ","05.30E","081.37E","25.11N"
"Shardi              ","05.30E","074.17E","34.47N"
"Sharfuddinpur       ","05.30E","085.33E","26.07N"
"Shegaon             ","05.30E","076.42E","20.48N"
"Sheik budin         ","05.30E","070.48E","32.16N"
"Sheikhpura (bihar)  ","05.30E","085.50E","25.09N"
"Shenkottah          ","05.30E","077.15E","08.59N"
"Sheo river          ","05.30E","071.14E","26.11N"
"Sheohar             ","05.30E","085.18E","26.31N"
"Shepour (mp)        ","05.30E","076.42E","25.41N"
"Sher quila          ","05.30E","074.03E","36.05N"
"Shergaon            ","05.30E","092.16E","27.06N"
"Shergarh (jodhpur)  ","05.30E","072.24E","26.19N"
"Shergarh (kota)     ","05.30E","076.32E","24.41N"
"Shergarh (up)       ","05.30E","077.39E","27.48N"
"Sherghati           ","05.30E","084.48E","24.34N"
"Sherpur             ","05.30E","083.49E","25.36N"
"Shertally           ","05.30E","076.21E","09.40S"
"Shevegaon           ","05.30E","075.14E","19.21N"
"Shigar              ","05.30E","075.43E","35.27N"
"Shiggaon            ","05.30E","075.28E","15.00N"
"Shikarpur (bihar)   ","05.30E","084.28E","27.07N"
"Shikarpur (karnataka","05.30E","075.18E","14.16N"
"Shikarpur (up)      ","05.30E","078.00E","28.17N"
"Shikohabad          ","05.30E","078.35E","27.06N"
"Shillong            ","05.30E","091.53E","23.35N"
"Shimoga             ","05.30E","076.00E","13.00N"
"Shingarh            ","05.30E","081.15E","26.32N"
"Shinghshal pass     ","05.30E","075.38E","36.26N"
"Shingo pass         ","05.30E","077.10E","32.55N"
"Shingshal (jk)      ","05.30E","075.19E","36.29N"
"Shivpuri (mp)       ","05.30E","077.39E","25.26N"
"Shivrajpur          ","05.30E","080.09E","26.41N"
"Shiyali             ","05.30E","079.45E","11.15N"
"Sholapur            ","05.30E","075.55E","17.39N"
"Sholavandan         ","05.30E","078.00E","10.00N"
"Shor                ","05.30E","076.30E","32.50N"
"Shoranur            ","05.30E","076.15E","10.46N"
"Shorapur  (kr)      ","05.30E","076.46E","16.33N"
"Shrigonda           ","05.30E","074.44E","18.39N"
"Shupiyan            ","05.30E","074.50E","33.43N"
"Shushas             ","05.30E","078.40E","33.37N"
"Shyok               ","05.30E","078.12E","34.13N"
"Siat                ","05.30E","083.51E","26.07N"
"Sibsagar            ","05.30E","094.39E","26.58N"
"Siddapur  (kr)      ","05.30E","074.49E","14.23N"
"Siddiputti          ","05.30E","078.01E","18.07N"
"Sidhauli            ","05.30E","080.50E","27.18N"
"Sidhi               ","05.30E","081.54E","24.24N"
"Sidhipur            ","05.30E","072.28E","23.57N"
"Sidhipura           ","05.30E","078.51E","27.38N"
"Sidhout             ","05.30E","078.58E","14.30N"
"Sidlaghatta         ","05.30E","077.53E","13.25N"
"Sidli               ","05.30E","090.30E","26.31N"
"Sigiriya (sl)       ","05.30E","080.46E","07.54N"
"Sihawa              ","05.30E","081.52E","20.24N"
"Sihawal             ","05.30E","082.14E","24.35N"
"Sihor               ","05.30E","078.06E","25.44N"
"Sihora (mp)         ","05.30E","080.09E","23.30N"
"Sihora (mr)         ","05.30E","079.58E","21.28N"
"Sikandra (agra)     ","05.30E","077.56E","27.14N"
"Sikandra (allahabad)","05.30E","081.59E","25.36N"
"Sikandra (bihar)    ","05.30E","086.02E","24.57N"
"Sikandra rao (up)   ","05.30E","078.21E","27.42N"
"Sikandrabad (buland-","05.30E","077.42E","28.28N"
"Sikandrabad (kheri) ","05.30E","080.30E","27.57N"
"Sikar river         ","05.30E","075.12E","27.33N"
"Sikarhata           ","05.30E","084.29E","25.17N"
"Sikaripara          ","05.30E","087.29E","24.14N"
"Sikri patti river   ","05.30E","077.05E","27.34N"
"Sikti               ","05.30E","087.33E","26.24N"
"Silao               ","05.30E","085.25E","25.05N"
"Silchar             ","05.30E","092.51E","24.50N"
"Silda               ","05.30E","086.50E","22.37N"
"Silghat             ","05.30E","092.56E","26.36N"
"Sili                ","05.30E","085.52E","23.24N"
"Siliguri            ","05.30E","088.26E","26.44N"
"Silipur             ","05.30E","077.02E","26.05N"
"Sillod              ","05.30E","075.42E","20.20N"
"Silon               ","05.30E","079.49E","24.40N"
"Simana basti        ","05.30E","088.09E","26.59N"
"Simaria             ","05.30E","084.58E","24.05N"
"Simaria ghat        ","05.30E","086.00E","25.25N"
"Simbor island       ","05.30E","071.21E","20.46N"
"Simdega             ","05.30E","084.31E","22.35N"
"Simga               ","05.30E","077.09E","31.07N"
"Simla               ","05.30E","077.10E","31.06N"
"Simong moling       ","05.30E","086.15E","26.19N"
"Simrahi             ","05.30E","081.24E","26.28N"
"Sindgi  (kr)        ","05.30E","076.13E","16.58N"
"Sindhara            ","05.30E","077.12E","23.50N"
"Sindhauli           ","05.30E","079.58E","27.58N"
"Sindhnur  (kr)      ","05.30E","076.43E","15.45N"
"Sindi               ","05.30E","078.59E","20.48N"
"Sindkheda           ","05.30E","074.47E","21.17N"
"Sindkhet            ","05.30E","076.10E","19.58N"
"Sindri (bihar)      ","05.30E","086.42E","23.45N"
"Sindri (raj)        ","05.30E","071.58E","25.32N"
"Singahi             ","05.30E","080.54E","28.18N"
"Singanallur         ","05.30E","077.02E","11.01N"
"Singapore           ","08.00E","103.51E","01.17N"
"Singapuru           ","05.30E","082.46E","19.02N"
"Singareni (ap)      ","05.30E","080.20E","17.40N"
"Singhana river      ","05.30E","075.52E","28.05N"
"Singheshwar         ","05.30E","086.49E","26.00N"
"Singja              ","05.30E","086.10E","25.51N"
"Singoli             ","05.30E","075.22E","24.59N"
"Singramau           ","05.30E","082.24E","25.56N"
"Singri              ","05.30E","092.30E","26.35N"
"Singrimari          ","05.30E","089.57E","25.45N"
"Singwara            ","05.30E","080.59E","23.26N"
"Sinja pass          ","05.30E","076.15E","33.59N"
"Sinkiang            ","08.00E","085.20E","43.54N"
"Sinnar              ","05.30E","074.02E","19.52N"
"Sion causeway       ","05.30E","072.53E","19.04N"
"Sira  (kr)          ","05.30E","076.57E","13.45N"
"Sirdala             ","05.30E","085.24E","24.40N"
"Sirhind             ","05.30E","076.28E","30.39N"
"Siri (delhi)        ","05.30E","077.13E","28.32N"
"Siris               ","05.30E","084.15E","24.55N"
"Sirkazhi  (tn)      ","05.30E","079.49E","11.15N"
"Sirmaur             ","05.30E","081.23E","24.50N"
"Sirmur              ","05.30E","077.40E","30.01N"
"Sirohi river        ","05.30E","072.58E","25.53N"
"Sironcha            ","05.30E","080.01E","18.52N"
"Sironj              ","05.30E","077.39E","24.05N"
"Sirpur (ap)         ","05.30E","079.45E","19.32N"
"Sirpur (mr)         ","05.30E","077.04E","20.12N"
"Sirsa (punjab)      ","05.30E","075.04E","29.32N"
"Sirsa (up)          ","05.30E","082.06E","25.16N"
"Sirsaganj           ","05.30E","078.42E","27.02N"
"Sirsi  (kr)         ","05.30E","074.54E","14.36N"
"Sirsi (basti)       ","05.30E","083.06E","26.32N"
"Sirsi (moradabad)   ","05.30E","078.37E","28.38N"
"Sirsilla            ","05.30E","078.48E","18.24N"
"Sirsod              ","05.30E","077.30E","25.29N"
"Sirsundi            ","05.30E","080.28E","20.28N"
"Siruguppa           ","05.30E","076.53E","15.41N"
"Sirur (karnataka)   ","05.30E","075.51E","16.08N"
"Sirur (mr)          ","05.30E","074.23E","18.50N"
"Sirvel              ","05.30E","078.32E","15.20N"
"Sisaiya thana       ","05.30E","081.20E","27.34N"
"Sisolar             ","05.30E","080.50E","25.40N"
"Siswa bazar         ","05.30E","083.45E","27.09N"
"Siswa tal           ","05.30E","083.08E","27.27N"
"Siswar              ","05.30E","086.28E","26.26N"
"Sitalka             ","05.30E","081.30E","24.57N"
"Sitamarhi           ","05.30E","085.30E","26.36N"
"Sitamau             ","05.30E","075.26E","24.00N"
"Sitapur (banda-up)  ","05.30E","080.52E","25.11N"
"Sitapur (sitapur-up)","05.30E","080.40E","27.33N"
"Sivaganga  (tn)     ","05.30E","078.32E","09.51N"
"Sivakasi            ","05.30E","077.50E","09.26N"
"Sivasamudram island ","05.30E","077.08E","12.16N"
"Siwaith             ","05.30E","081.53E","25.35N"
"Siwan               ","05.30E","084.21E","26.14N"
"Siwana river        ","05.30E","072.28E","25.37N"
"Siwani              ","05.30E","075.39E","28.58N"
"Siyambalanduwa (sl) ","05.30E","081.33E","06.50N"
"Siyana              ","05.30E","078.04E","28.37N"
"Smod river          ","05.30E","075.50E","27.13N"
"Sobala              ","05.30E","080.36E","30.03N"
"Sobhapur            ","05.30E","078.17E","22.47N"
"Sobraon             ","05.30E","074.59E","31.08N"
"Soche               ","08.00E","077.20E","38.24N"
"Sodurpur            ","05.30E","078.29E","23.24N"
"Sohagi              ","05.30E","081.41E","24.59N"
"Sohagpur (hosangabad","05.30E","078.14E","22.43N"
"Sohagpur (shahdol)  ","05.30E","081.26E","23.19N"
"Sohar               ","05.30E","082.20E","24.17N"
"Sohawal             ","05.30E","080.46E","24.35N"
"Sohela              ","05.30E","083.24E","21.20N"
"Sohua               ","05.30E","077.04E","28.15N"
"Sojat river         ","05.30E","073.45E","25.53N"
"Sojat road          ","05.30E","073.49E","25.48N"
"Sojna               ","05.30E","078.54E","24.32N"
"Sokoto (nigeria)    ","01.00E","005.16E","13.02N"
"Solon               ","05.30E","077.06E","30.54N"
"Somna               ","05.30E","077.56E","28.02N"
"Somnath             ","05.30E","070.31E","20.50N"
"Sompeta             ","05.30E","084.39E","18.58S"
"Somvarpet  (kr)     ","05.30E","075.46E","12.38N"
"Sonagiri            ","05.30E","078.25E","25.44N"
"Sonahatu            ","05.30E","085.48E","23.11N"
"Sonahula            ","05.30E","087.10E","25.05N"
"Sonai               ","05.30E","074.54E","19.26N"
"Sonaili bazar       ","05.30E","087.43E","25.37N"
"Sonaj               ","05.30E","077.49E","25.15N"
"Sonakhan            ","05.30E","082.35E","21.34N"
"Sonala              ","05.30E","077.01E","20.52N"
"Sonamukhi           ","05.30E","087.25E","23.18N"
"Sonamura (tripura)  ","05.30E","091.14E","23.29N"
"Sonari              ","05.30E","095.04E","27.00N"
"Sonaripur           ","05.30E","080.43E","28.26N"
"Sonbarsa (bihar)    ","05.30E","085.34E","26.51N"
"Sonbarsa-raj (bihar)","05.30E","086.43E","25.42N"
"Sonepat             ","05.30E","077.01E","29.00N"
"Sonepet (mr)        ","05.30E","076.31E","19.03N"
"Songad              ","05.30E","071.58E","21.42N"
"Songir              ","05.30E","074.51E","21.02N"
"Sonhat              ","05.30E","082.35E","23.28N"
"Sonkach             ","05.30E","076.24E","23.00N"
"Sonkh               ","05.30E","077.30E","27.24N"
"Sonpur (bihar)      ","05.30E","085.11E","25.42N"
"Sonpur (orissa)     ","05.30E","083.58E","20.50N"
"Sonpur (up)         ","05.30E","081.43E","27.55N"
"Sonthe              ","05.30E","087.46E","26.10N"
"Sonwar              ","05.30E","081.45E","27.39N"
"Soochow             ","08.00E","120.40E","31.21N"
"Sophia (bulgaria)   ","02.00E","023.20E","42.45N"
"Sorab               ","05.30E","075.09E","14.28N"
"Soro                ","05.30E","086.49E","21.18N"
"Soron               ","05.30E","078.45E","27.54N"
"Sosnowiec (poland)  ","01.00E","019.30E","50.07N"
"South shields       ","00.00W","001.27W","55.00N"
"Southampton         ","00.00W","001.27W","54.15N"
"Spa (belgium)       ","01.00E","005.52E","50.30N"
"Spezia (italy)      ","01.00E","009.50E","44.06N"
"Sri govindpur       ","05.30E","075.33E","31.42N"
"Sri kanta mount     ","05.30E","078.51E","30.55N"
"Sri madhopur        ","05.30E","075.38E","27.26N"
"Srikakulam (ap)     ","05.30E","083.57E","18.17N"
"Srinagar            ","05.30E","074.48E","34.06N"
"Srinagar (bihar)    ","05.30E","087.57E","25.57N"
"Srinagar (garhwal)  ","05.30E","078.47E","30.12N"
"Srinagar (hamirpur) ","05.30E","079.46E","25.11N"
"Sringeri            ","05.30E","075.13E","13.26N"
"Sriperumbudur  (tm) ","05.30E","079.59E","13.01N"
"Sriranga patanam    ","05.30E","076.43E","12.26N"
"Srirangam  (tn)     ","05.30E","078.44E","10.52N"
"Srisailam           ","05.30E","078.54E","16.06N"
"Srivaikuntham       ","05.30E","077.56E","08.40N"
"Srivardhan          ","05.30E","078.03E","18.04N"
"Srivilliputtur  (tn)","05.30E","077.40E","09.31N"
"Srungavarapukota    ","05.30E","083.15E","18.05N"
"St.thos mount(madras","05.30E","080.11E","12.59N"
"Stettin (poland)    ","01.00E","014.34E","53.25N"
"Stewart l.          ","12.00E","168.00E","47.00S"
"Stirling            ","00.00W","003.54W","56.09N"
"Stockholm (sweden)  ","01.00E","018.00E","59.20N"
"Stonehaven          ","00.00W","002.15W","56.38N"
"Stornoway           ","00.00W","006.23W","58.14N"
"Stranraer           ","00.00W","005.00W","54.54N"
"Stresa (italy)      ","01.00E","008.32E","45.53N"
"Stromboli (italy)   ","01.00E","015.03E","38.47N"
"Suar                ","05.30E","079.03E","29.01N"
"Such khas           ","05.30E","076.29E","33.00N"
"Suiabathan          ","05.30E","086.41E","24.51N"
"Suigam              ","05.30E","071.23E","24.10N"
"Suihwa              ","08.00E","126.27E","46.40N"
"Suiteh              ","08.00E","110.05E","37.35N"
"Suitha              ","05.30E","085.07E","25.32N"
"Sujanganj           ","05.30E","082.17E","25.47N"
"Sujangarh (gurdaspur","05.30E","075.38E","32.19N"
"Sujangarh (kangra)  ","05.30E","076.32E","31.49N"
"Sujangarh river     ","05.30E","074.35E","27.43N"
"Suket (jhalwar)     ","05.30E","076.00E","24.21N"
"Suket (kota)        ","05.30E","076.06E","24.40N"
"Sukhpur             ","05.30E","086.33E","26.04N"
"Suklara             ","05.30E","086.20E","23.11N"
"Sulaimaniya (iraq)  ","03.00E","045.20E","35.35N"
"Sullurpet           ","05.30E","080.03E","13.44N"
"Sultanabad (ap)     ","05.30E","079.19E","18.35N"
"Sultanpur (kangra)  ","05.30E","077.06E","31.59N"
"Sultanpur (up)      ","05.30E","082.04E","26.15N"
"Sultanpura (sahranpu","05.30E","078.07E","29.45N"
"Sultanpura(kapurtala","05.30E","075.12E","31.13N"
"Sunderland          ","00.00W","001.25W","54.56N"
"Sundsvali (sweden)  ","01.00E","017.21E","62.23N"
"Sungari             ","08.00E","130.50E","47.00N"
"Surat               ","05.30E","072.51E","21.10N"
"Suriapet (ap)       ","05.30E","079.19E","17.10N"
"Suriyawewa (sl)     ","05.30E","081.00E","06.15N"
"Suva (fiji)         ","12.00E","178.20E","18.00S"
